,longitude,latitude,insertDate,uploader,firstLevelid,sheetName,filepath,province,city,country,village,street,oldProvince,oldCity,oldCountry,oldVillage,oldStreet,eastlongitude,northlatitude,population,nation,minorityInfo,dialectInfo,operaInfo,source,degree,area,slice,slices
27F83,119.74246537,49.21821579,,,27F83,,内蒙古/海拉尔需交文件电子版/模板表/其他/概况.xls,内蒙古,呼伦贝尔市,海拉尔区,（无）,（无）,,,,,,,,28.44万人（数据统计截止时间：2017年底）,截止2017年底，海拉尔区民族构成以汉族为绝大多数，以蒙族为自治主体，其中汉族有21.93万人，蒙族为3.7万人，回族有0.83万人，满族有0.81万人，达斡尔族有0.71万人，鄂温克族有0.16万人，鄂伦春族有0.074万人。,本县少数民族语言主要有蒙古语、达斡尔语、鄂温克语、俄罗斯语四种。其中，以蒙语使用人口占多数，蒙古族主要居民的蒙语有巴尔虎蒙古语、布里亚特蒙古语。其中布里亚特蒙古族因从俄罗斯境内迁来本地，语言发音有自己的特点，语汇中有较多的俄语借词。,本县汉语方言种类为海拉尔话，属于东北客话黑松片嫩克小片，讲汉语海拉尔方言的人祖籍多为山西、河北、山东等地。,（无）,yubao,common,东北客话,黑松片,嫩克小片
27F86,122.099622351,46.0786543,,,27F86,,内蒙古/乌兰浩特需交文件电子版/模板表/其他/概况.xls,内蒙古,兴安盟,乌兰浩特市,（无）,（无）,,,,,,,,"319111人,2017年统计",汉族 194407人；回族 2077人；朝鲜族  3580人；鄂温克族  90人；壮族 39人；蒙古族 100056人；满族  17895人；达斡尔族  618人；鄂伦春族  21人；锡伯族  218人；藏族  5人；土家族  8人；维吾尔族  4人；苗族  11人；彝族  7人；其他民族  75人，共计16个民族,蒙古语，使用者为蒙古族，人口91374人，占总人口的27.94%。,（无）,（无）,yubao,common,东北官话,哈阜片,长锦小片
27C73,116.19999999999999,43.95,,,27C73,,内蒙古/锡林浩特需交文件电子版/模板表/其他/概况.xls,内蒙古,锡林郭勒盟,锡林浩特市,额尔敦街道,（无）,,,,,,,,26.7万（截至2016年年底）,截至2016年年底，含蒙、汉、回、藏、布依、朝鲜、维吾尔、鄂温克等30个民族，其中蒙古族人口占28％，是一个以蒙古族为主体，汉族占多数，多民族聚居的边疆地区。,锡林浩特市主要的少数民族语言为蒙语，主要分布在锡林浩特所辖的各个区域，使用人口约为7.4万人。锡林浩特的蒙语保留完好，但年轻一代的蒙语水平普遍不如老一代。,锡林浩特市的汉语方言属于北京官话朝峰片，分布在锡林浩特所辖的3个苏木，1个镇，7个街道办事处和6个国有农牧场等区域，为本地普遍使用的方言，使用人口约为19.2万人。锡林浩特方言总体接近普通话，属于北京官话，新老派之间的差异不是特别明显，主要表现在新派的语音更多受到北京话的影响。此外还有词汇方面因受蒙语的影响而产生借词。,（无）,yubao,common,北京官话,朝峰片,系属不明
27C71,122.36666666666667,43.66666666666667,,,27C71,,内蒙古/科尔沁需交文件电子版/模板表/其他/概况.xls,内蒙古,通辽市,科尔沁区,铁南街道,八委,,,,,,,,75.44万,汉族420272；蒙古族284103；满族9171；回族4588。,科尔沁区的蒙古语主语是蒙古语科尔沁土语，主要分布在科尔沁区下属旗县，城区内使用的较少。,科尔沁区汉语方言，使用语科尔沁区各个街道，使用人口约60万人。,主要是东北二人转。,yubao,common,东北官话,哈阜片,长锦小片
27C70,119.00833333333333,42.025,,,27C70,,内蒙古/红山需交文件电子版/模板表/其他/概况.xls,内蒙古,赤峰市,红山区,三中街办事处,二中街居委会,,,,,,,,434785人（截至2010年）,汉族331964人；蒙古族68484人；回族15910人；满族17451人；其他少数民族976人。（截至2010年）,蒙古族语，使用人口不到其总人口的一半，蒙古族人和汉族及其他少数民族杂居。大多数蒙古族人蒙古语、汉语兼通。其他少数民族没有自己的语言。,红山区主要说赤峰汉语方言，分布在红山区27个行政村67个社区居民委员会，使用人口30多万，为本地普遍通用的方言，近年来由于城市建设、人口迁移、子女读书等原因，农村人口和外城市人口较多，本地人口外迁也不少，方言整体面貌受到影响。从总体上看，向普通话方向靠拢的趋势很强劲。方言词语逐渐被替换，方言字调已明显变异。,主要是皮影戏、伞头曲还有经过整理的赤峰雅乐。皮影戏的第八代传承人杨金喜是当地有名的影将；赤峰雅乐原是清末宫廷乐曲，几经波折，现已整理，将原来的工尺谱撰写为简谱。赤峰市回族小学在传唱。,yubao,common,北方方言区,北京官话,朝峰片
27C69,106.925,39.69166666666666,,,27C69,,内蒙古/海勃湾需交文件电子版/模板表/其他/概况.xls,内蒙古,乌海市,海勃湾区,千里山镇,新地村,,,,,,,,31.37万（截至2016年底）,（截至2016年年底）汉族294168人；蒙古族12565人；回族3642人；满族2533人；其他少数民族792人。,本区的主要少数民族语言是蒙古语，蒙古族约有一半人口使用蒙古语。蒙古族居民既有较为集中生活在村落的，也有散居于城区的。,本区汉语方言是海勃湾话，主要分布在海勃湾区千里山镇和一些街道办事处（社区)。使用人口约15万人，为本地普遍通用的方言。近些年变化较快，特别是城区，向普通话靠拢较快，城区的人普通话水平较高。海勃湾是移民城市，按主体人口分析，来自内蒙古原伊克昭盟（今鄂尔多斯市）、巴彦淖尔市、乌兰察布市的较多。,本区没有典型而成主流的曲艺和地方戏。当地人较多演唱地方“山曲儿”，也有些人唱二人台，有的说快板等。“山曲儿”类似于当地民歌，民众聚会时（特别是宴饮、娱乐等场合）助兴演唱，有比较固定的曲调，演唱者有的沿用既有歌词，有的即兴创作歌词以适合特定场合。,yubao,common,内蒙古晋语,五台片,系属不明
27C72,115.33333333333333,41.875,,,27C72,,内蒙古/太仆寺旗需交文件电子版/模板表/其他/概况.xls,内蒙古,锡林郭勒盟,太仆寺旗,宝昌镇,（无）,,,,,,,,23.4万人口（数据统计截止时间：2016年11月）,截止2016年底，本县有蒙古族、满族、回族、达斡尔族等14个民族，是一个以蒙古族为少数民族主体(蒙古族约有6593人)汉族占人口绝大多数比例的多民族聚居区，其中汉民族约占96.59%。,辖区内少数民族语言以蒙语为主，该蒙语属于阿尔泰语系蒙古语种中国蒙古语中部方言区。主要分布在太仆寺旗西南部的贡宝拉格苏木等地。说蒙语的人约占全县人口的0.28％。,太仆寺旗内的方言有内蒙古晋语张呼片及北京官话朝峰片。主要汉语方言属于内蒙古晋语张呼片。使用人口达90％以上。其中使用朝峰片方言的人口约2万余人。主要集中于太仆寺旗骆驼山一带，因为这一带毗邻正蓝旗，人口移民多来自内蒙古赤峰地区。太仆寺旗内部主要汉语方言即晋语张呼片使用活力很强，部分词汇受到蒙语影响产生借词。由于该地属于移民地区，因此语音方面受到普通话的影响，入声字较其他西部晋语地区要少。,太仆寺旗有用方言说唱的“东路二人台”和“晋剧”（山西梆子、中路梆子）。晋剧于清末流入太仆寺旗地区。百年来，在唱腔、曲目及特点方面不断改革和创新，形成了独特的演唱风格。太仆寺旗东路二人台是由古代民间口头文学与当地民间音乐相互融合并加入太旗方言、带有浓郁地方特色的民间戏剧，并与蒙古民歌、好来宝、蒙古长调相融合，形成独具特色的太旗“东路二人台”。晋剧和二人台在太旗有着良好的群众基础，已融入人们的生活中，红白喜事，商家开业，生诞庆贺，各种庙会都用晋剧和二人台来增添喜庆。,yubao,common,晋语,张呼片,系属不明
27386,110.1901388888889,40.58111111111111,,,27386,,内蒙古/包头需交文件电子版/模板表/其他/概况.xls,内蒙古,包头市,东河区,北梁新区,（无）,,,,,,,,512045,"汉族479435，占93.63%；蒙古族10054，占1.96%；其他22556,占4.41%。",少数民族语言只有蒙古语仍在蒙古族内部使用，且部分蒙古族只能用汉语交流。蒙汉杂居的居住格局，导致蒙古语中夹杂汉语，汉语借词的状况十分明显。主要街道、广场、市场蒙古文、汉字并用。,东河话属于内蒙古晋语大包片。东河话中有一部分来自回民聚居区的回民汉语带“回民腔”。近年来，人口流动较频繁，外来人口注入，老东河人口外迁，尤其是经棚户区改造后，附近各区各区的人口迁入，加上普通话的普及，致使东河区方言中的普通话成分增多，并杂有外来方言。,本地的地方戏主要有二人台、山曲、漫瀚剧。剧团有以二人台、山曲为主要表演形式的“民族文化馆晋风情二人台艺术团”；以漫瀚剧的传承为特点的“漫瀚剧艺术团”。,yubao,common,,,
27390,113.081286857396,41.0305211875139,,,27390,,内蒙古/乌兰察布需交文件电子版/模板表/其他/概况.xls,内蒙古,乌拉察布市,集宁区,新华街街道办事处,翟家沟村,,,,,,,,289万,汉族2653000；蒙古族63400；满族、回族、壮族等60000。,蒙古语。主要分布在察哈尔右翼后旗和四子王旗。人口约63400人。,晋语，分布在各乡镇，使用人口40多万，为本地普遍通用的方言，近年来变化较快，正在向普通话靠拢,主要是二人台。,yubao,common,,,
27388,111.67,40.75,,,27388,,内蒙古/呼和浩特需交文件电子版/模板表/其他/概况.xls,内蒙古,呼和浩特市,玉泉区,桃花乡,茂林太村,,,,,,,,38.3万,有蒙、回、满等36个少数民族，是一个以蒙古族为少数民族主体（蒙古族约有3.4万人）、汉族为多数的多民族聚居区。,辖区内的少数民族语言以蒙语、满语为主。主要分布在玉泉区桃花乡下的百什户村、茂林太村、前桃花村、后桃花村等地。其中说蒙语的人约占乡总人口的10.44%，说满语的人约占1.22%。,玉泉区内的汉语方言有内蒙古晋语大包片、五台片及张呼片。主要汉语方言属于内蒙古晋语张呼片，使用人口达90%以上。其余张呼片方言分属内蒙古集宁区方言，使用人口约占4%，呼市土左旗方言，使用人口约占2%，以及呼市和林格尔方言，使用人口也约占2%。其它片方言人口约占2%。玉泉区汉语方言即内蒙古晋语张呼片使用活力很强，一些词汇受到蒙语影响产生借词，一些词汇的语音受到普通话影响而发生声调改变。,玉泉区有用方言说唱的二人台和歌谣。1958年还成立了玉泉区文化馆，曾组织过文工队、剧团、歌咏队、创作组、晋剧团、歌剧团、木偶剧团等。现在在各行政村中仍然广泛使用二人台表演形式庆祝节日或丰富日常文化生活。,yubao,common,,,
27389,107.41666666666666,40.925,,,27389,,内蒙古/临河需交文件电子版/模板表/其他/概况.xls,内蒙古,巴彦淖尔市,临河区,新华办事处,利民社区,,,,,,,,761983,汉族715911；蒙古族28745；回族13003人；满族2830；藏族248；其他少数民族人口共1200多人。,少数民族语言主要为蒙古语，使用人口近两万人。在蒙古族人较为集中的聚居区，几乎都使用蒙古语。分散居住于城区的蒙古族有的使用汉语。藏族、维吾尔族、朝鲜族中有的使用本民族语言，有的使用汉语。,临河汉语方言一致性较强，方言特征明显，内部差别不大，不存在方言岛。从口音上分，也没有显著区别特征。当地人称自己所说的话为“后套话”，其实就是临河方言。当地汉族、部分少数民族都说河套方言（后套话），使用人口近72万人。当地人也有从河北、山东等地迁来的，刚来的还保留迁出地口音，但居住时间长的也向临河方言靠拢。近年来受普通话影响越来越大，年轻人既说当地话也说普通话。,本地用方言演唱的地方戏主要是二人台。一般认为二人台是河套地区产生和发展起来的，二人台是河套地区的民间戏曲。二人台传统题材以描写生产劳动、揭露旧社会黑暗、歌唱婚姻恋爱、叙述儿女情长内容为主，如《打樱桃》《五哥放羊》。另有部分神话故事和历史题材，如《打后套》《走西口》。还有几出用蒙汉两种语言表演的，如《阿拉奔花》。,yubao,common,,,
27387,109.76041666666669,39.57472222222222,,,27387,,内蒙古/东胜需交文件电子版/模板表/其他/概况.xls,内蒙古,鄂尔多斯市,东胜区,罕台镇,罕台庙村,,,,,,,,26万人（2012年统计共有263046人）,汉族235863；蒙古族24181；满族1985；回族637；其他少数民族380。（东胜区境内居住有蒙古族、汉族、满族、回族、达斡尔族、鄂温克族等民族。）,本县的少数民族语言主要为蒙语，使用人口为2万人左右，占总人口的7%，本县为蒙汉杂居地区，蒙语使用情况较为复杂，蒙语保留的较为完好。当地蒙族年轻一代蒙语水平多不如老一代，但普通话水平多胜过老一代。当地散居蒙族的汉语方言水平普遍较好，但在日常生活中多使用蒙语。,东胜区内的汉语方言属于内蒙古晋语大包片。东胜话，分布在东胜区各个乡镇，使用人口约24万，为本地普遍使用的方言，近年来受普通话影响出现了新老派的差异，但总体上来说变化不大。一些词汇受到蒙语影响产生借词，一些词汇的语音受到普通话的影响而发生声调的改变。,主要是漫瀚调、山曲以及蒙古族民歌。漫瀚调和山曲是流传于内蒙古西部独特的歌种，有着浓郁的地方特色和广泛的群众基础，无论专业还是业余，各个社会阶层的男女老少，逢年过节都会哼唱几句。而蒙古族民歌一般是当地的蒙古族使用比较多，一般多用于各种节日及宴会。,yubao,common,,,
05K01,120.775,41.83333333333333,,,05K01,,辽宁/北票需交文件电子版/模板表/其他/概况.xls,辽宁,朝阳,北票,南山街道,合兴社区,,,,,,,,总人口573836人（据北票市政府网2019）,全市有24个民族，汉族538405人；蒙古族30641人；其他民族4790人，包括满族、回族、朝鲜族、俄罗斯族、鄂伦春族等。,（无）,北票话属于东北官话哈阜片长锦小片。北票话分布在北票各乡镇，使用人口约57万，为本地普遍通用方言，近年来变化较快，正在向普通话靠拢。,主要是二人转、京剧、评戏。,yubao,common,东北官话,哈阜片,长锦小片
05K03,123.98333333333333,43.016666666666666,,,05K03,,辽宁/昌图需交文件电子版/模板表/其他/概况.xls,辽宁,铁岭,昌图,老城镇,（无）,,,,,,,,1021475,全县有21个民族，汉族人口990964人，少数民族人口30511人。其中满族21872人；蒙古族6814人，朝鲜族917人，锡伯族402人，回族400人，鄂伦春族、彝族、土家族、水族、仫佬族均不足百人。,（无）,昌图全县只有一种汉语方言，属于东北官话吉沈片通溪小片，与东北官话哈阜片长锦小片相邻。全县各区各民族均使用该方言进行交流。昌图话受普通话影响，其声韵调正在逐渐向普通话靠拢。,（无）,yubao,common,东北官话,吉沈片,通溪小片
05K02,124.66666666666666,41.2,,,05K02,,辽宁/本溪需交文件电子版/模板表/其他/概况.xls,辽宁,本溪,（无）,河东街道,仕仁社区,,,,,,,,14.5万（截止2018年底）,汉族11万；满族1.9万；回族1.4万；朝鲜族0.1万；蒙古族：597；锡伯族：155；苗族：23；壮族：22。,（无）,溪湖区方言没有口音区别,（无）,yubao,common,东北官话区,吉沈片,通溪小片
05K05,121.96666666666667,41.05,,,05K05,,辽宁/盘锦需交文件电子版/模板表/其他/概况.xls,辽宁,盘锦,（无）,（无）,（无）,,,,,,,,143.9万人,汉族135.1万人；满族4万多人；朝鲜族1万多人；蒙古族6000多人；回族4000多人；锡伯族700多人。,朝鲜语，东郭镇朝鲜屯、甜水镇二创村、大洼县荣兴街道等地，1万人左右,盘锦位于辽宁省西南部，东、东北邻鞍山市，东南隔大辽河与营口市相望，西、西北邻锦州市，南临渤海辽东湾。盘锦北部与锦州北镇相接，受锦州话影响，辽河口开发区胡家农场等地口语语调重而尾音上扬，约5万人；盘山县石新镇发音普遍为卷舌音，平舌音少，约1.4万人；南部与营口盖州相接，受胶辽官话影响但并不明显。因普通话的推广普及，青年人的方言受到普通话较大影响，向普通话靠拢。,二人转、评剧、拉场戏,yubao,common,东北官话区,哈阜片,长锦小片
05K04,122.20833333333333,41.80833333333334,,,05K04,,辽宁/黑山需交文件电子版/模板表/其他/概况.xls,辽宁,锦州,黑山,黑山,清河社区,,,,,,,,人口约64.38万（据黑山政府网2019）,全县有24个民族，汉族487351人；满族120783人；蒙古族4941人；回族3566人；锡伯族709人；其余26450人分别为朝鲜族、壮族、高山族、彝族等。,（无）,黑山话属于东北官话哈阜片长锦小片。黑山话分布在黑山县各地区，使用人口60多万，为本地普遍通用的方言，近年来变化较快，正在向普通话靠拢。,主要是二人转、评戏、京剧。,yubao,common,东北官话,哈阜片,长锦小片
05D24,123.8,41.541666666666664,,,05D24,,辽宁/义县需交文件电子版/模板表/其他/概况.xls,辽宁,锦州市,义县,义州镇,东北街,,,,,,,,45万（据2015年统计）,满族26万人；汉族16万人；锡伯族1.3万人；蒙古族1.1万人；回族0.57万，朝鲜族0.075万。,（无）,义县位于辽宁省锦州市西部，东靠医巫阎山与北镇接壤，北邻阜新，西界北票，南与锦州毗连。义县方言属东北官话哈阜片长锦小片。其主要特点一是平翘舌声母存在自由变读现象，但无论义县老派读法或新派读法，读平舌情况都多于翘舌，甚至有一些字已经固定为平舌读法。二是单韵母o唇形不圆，实际读音为ɤ，同时在复韵母中o尾也有向ɤ变化的趋势。义县话，分布在义县各乡镇，使用人口约四十多万，为本地普遍通用方言，近年来向普通话发展靠拢。,评剧、二人转、京剧在当地比较流行。,yubao,common,东北官话,哈阜片,长锦小片
05D22,119.64166666666667,41.35,,,05D22,,辽宁/凌源需交文件电子版/模板表/其他/概况.xls,辽宁,朝阳市,凌源市,南街街道,南街社区,,,,,,,,65.1万（据2016年统计）,汉族59.87万人；蒙古族2.33万人；满族1.37万人，回族1.04万人，朝鲜族0.075万，其他少数民族0.415万。,（无）,凌源方言属北京官话朝峰片。凌源处于北京、辽宁、河北三省交界地带，因此兼具多个官话方言区的特点。虽然在行政区域上属于辽宁，但凌源方言平翘舌的发音十分清晰准确，这一点和北京话相同；入声字派入上声较多，这点和东北方言相同。凌源话，分布在凌源万元店镇、宋杖子镇、瓦房店镇、四官营子镇等乡镇；使用人口60多万，为本地普遍通用的方言。方言变化较快，向普通话发展靠拢。,皮影戏、评戏、京剧、京韵大鼓、二人转在当地比较流行。其中凌源皮影戏于2006年被列入第一批国家非物质遗产名录。,yubao,common,北京官话,朝峰片,系属不明
05D21,122.71666666666667,40.83333333333333,,,05D21,,辽宁/海城需交文件电子版/模板表/其他/概况.xls,辽宁,鞍山,海城,海州,北关,,,,,,,,1293877,汉族：1249813；蒙古族：2221； 回族：6358；   藏族：38；     维吾尔族：25； 苗族：31；     彝族：45；     壮族：19；     满族：34640；          朝鲜族：687,本县虽然少数民族较多，但人口数量少，未形成聚居，没有少数民族学校，均使用汉语，保留下来的少数民族语言有朝鲜语、蒙古语和维吾尔语，无呈区域分布的少数民族语言。,海城全境均属于东北官话吉沈片，通溪小片，但西北部的高坨镇、温香镇、耿庄镇、望台镇与台安县，盘山县相邻，受东北官话哈阜片长锦小片影响，带有盘锦口音，人口约36440人。西南的西柳镇、感王镇、芙蓉镇、岔沟镇、孤山镇与大石桥、岫岩相邻，受胶辽官话影响，带有一定的胶辽官话口音，人口约71500人。整个海城老城区口音，基本属于东北官话，但一定程度上受到胶辽官话的影响，连读变调表现得较为明显。,海城喇叭戏是流行于海城的传统地方小戏，主要伴奏乐器是唢呐。喇叭戏已有300年历史，以当地传统民歌为基础吸取江西弋阳腔、山东柳腔等外来腔。建国后，政府文化组织专业文艺工作者对喇叭戏进行调查抢救。全市仅有几个业余演出队，逢年过节上街演出，近些年城区范围不再演出。,yubao,common,东北官话,吉沈片,通溪小片
05D23,120.04166666666666,40.3,,,05D23,,辽宁/绥中需交文件电子版/模板表/其他/概况.xls,辽宁,葫芦岛,绥中,绥中镇,（无）,,,,,,,,648451人,汉族、满族、回族、蒙古族、壮族、维吾尔族、彝族、苗族、锡伯族共648451人。,（无）,绥中方言有的是绥中独有，有的是和邻县共有，但总的是小区域语言。绥中的语言、语音分三个区域，一是绥中镇至宽邦、黄家、前所一带，二是西甸子至万家、李家堡、永安堡一带，三是明水至加碑岩一带，发音各具特点，大体是不分平卷舌，音阶混直。,主要是京剧、评剧、二人转，比较有代表性的是非遗项目太平鼓。日常生活中演唱已经很少了，主要在红白喜事和文艺演出中使用。,yubao,common,东北官话,哈阜片,长锦小片
05D20,122.720094,39.240886,,,05D20,,辽宁/长海需交文件电子版/模板表/其他/概况.xls,辽宁,大连,长海,大长山岛,小盐场,,,,,,,,7.19万人（截止2016年末）,汉族约7万人；满族约800人；蒙古族约600人；朝鲜族、锡伯族、回族、苗族、达斡尔族、壮族、土家族共约100人。,（无）,"长海县方言按口音可分为三片：
一、长山区：包括大长山岛镇、小长山岛乡，人口约4万人，当地人基本使用方言交流，但由于外来人口较多，受到外来方言和普通话影响较大；
二、獐海区：包括獐子岛镇、海洋乡；人口约2万人，当地人基本使用方言交流，年青人受普通话影响较大；
三、广鹿区：包括广鹿岛镇，人口约1.1万人，当地人基本使用方言交流，年青人受普通话影响较大。",（无）,yubao,common,胶辽官话区,登连片,烟威小片
05943,121.975,41.891666666666666,,,05943,,辽宁/阜新需交文件电子版/模板表/其他/概况.xls,辽宁,阜新市,细河区,四合镇,拉拉屯村,,,,,,,,117.5万,汉族150.83万。人口超千的少数民族有蒙古族20万、满族0.2万、回族0.7万、锡伯族0.3万。,蒙语，主要分布在阜新市下辖的阜新蒙古族自治县和彰武县，使用人口8万。其中，70岁以上老人倾向于说蒙语；25岁－70岁的阶层说蒙语和汉语；25岁以下的年轻人很少说蒙语，倾向于说汉语。,阜新南接辽西走廊，北邻科尔沁草原，为山海关东西、柳条边内外、汉族与蒙古族居住区的交汇点。由于邻区的渐染，居民移入，阜新人所说的东北官话，大同中又有诸多小异。按地域分大致可分作四个区域：高新铁路线南部，受黑山、北镇、义县的影响，语音近锦州，口语语调重而上扬；西北区语音与朝阳、赤峰接近，有鼻化韵母，复元音韵母发音动程不够，有单元音倾向；彰武一带为东区，语音与吉林、东蒙相似，部分字声母舌尖前音与舌尖后音不分，舌尖前音易发作齿间音，舌尖后音接近舌面音；市内老城区所辖地口音与其他三个区域均有所差异，部分复元音韵母发音动程不够，如[au]、[iau]等；普通话中的单韵母[o]都说成[ɤ]；[uŋ]、[iŋ]等韵母发音时实际音值为[uəŋ]、[iəŋ]；普通话零声母开口韵的字多有两读，如“安”[nan55]、[Ǿan55]等。,主要是歌谣、二人转、拉场戏、评剧、快板等，散落在汉族群体中使用。,yubao,common,东北官话,哈阜,蛟宁小片
05944,122.432483,40.39564,,,05944,,辽宁/盖州需交文件电子版/模板表/其他/概况.xls,辽宁,营口,盖州,鼓楼街道办事处,北关社区,,,,,,,,883811,汉族775506；蒙古族1554；回族3336；藏族16；苗族29；壮族86；布依族10；朝鲜族2874；满族99177；瑶族10；土家族13；黎族17；锡伯族1103；维吾尔族17；彝族39；其他24,无呈区域分布的少数民族语言。朝鲜族使用汉语和朝鲜语，人口2874，其他民族使用汉语。,盖州市境内都属于胶辽官话营通片盖桓小片。按口音区分，大体分西北部、东南部两种情况，西北的鼓楼街道、西城街道、东城街道、太阳升街道、团山街道、西海街道、九垄地街道、归州街道、高屯镇、团甸镇、徐屯镇是典型的盖州口音。东南九寨镇、杨运镇、矿洞沟镇与庄河、普兰店、瓦房店临近，带有登连片口音，卧龙泉镇与岫岩相邻，带有登连片口音。,盖州市曲艺有东北二人转，与东北其他地域二人转并无明显差异。,yubao,common,胶辽官话,营通,盖桓
05945,124.25833333333333,42.49166666666667,,,05945,,辽宁/开原需交文件电子版/模板表/其他/概况.xls,辽宁,铁岭,开原市,新城街道,迎宾社区,,,,,,,,57.63万,满族29.65万人；汉族20.06万人；锡伯族1.89万人；朝鲜族0.69万人；其他民族5.34万人。,（无）,开原方言属东北官话吉沈片通溪小片，方言内部一致性较高。但以老男为代表的老开原方言和以青男为代表的新开原方言之间已经发生了很大变化。以平翘舌声母为例，老开原方言中以翘舌声母为主，有些字固定读为平舌声母，且平翘舌声母发音清晰明确。新开原方言的平翘舌声母系统几乎是完全无序的，一方面表现为平舌声母字和翘舌声母字的混读现象，另一方面表现为声母的发音特征不清晰，兼具平舌声母和翘舌声母的双重发音特征，甚至舌位继续向后，产生矫枉过正现象。从听感判断，新开原方言中平舌声母字占优势。开原方言受普通话影响，处于较剧烈的演变过程中。,评剧和地方戏二人转在当地比较盛行，二者均使用开原方言演唱。,yubao,common,东北官话,吉沈片,通溪小片
05946,123.0,39.80833333333334,,,05946,,辽宁/庄河需交文件电子版/模板表/其他/概况.xls,辽宁,大连,庄河,城关街道,水仙社区,,,,,,,,83.55万,全市共有24个民族，汉族77.56万人，满族5.57万人，蒙古族2200人，回族900多人，朝鲜族300多人，锡伯族、达斡尔族、苗族、维吾尔族、壮族、土家族等各数十人不等。,（无）,一、南部沿海区域：包括市区在内的位于丹普路两侧及其以南沿海地区，人口：55万                                  二、海岛区域：包括石城岛、王家岛等，人口：1.55万                          三、西北偏北区：包括横道河、桂云花、步云山、荷花山一带，人口：7万       四、东北偏北区：包括三架山、仙人洞、太平岭与大营子北部、光明山、平山、长岭地域，人口：20万                  因普通话的推广、普及，年青人的方音受到普通话较大影响，向普通话靠拢。,（无）,yubao,common,胶辽官话,登连片,烟威小片
05297,123.175163099651,41.2792858168533,,,05297,,辽宁/辽阳需交文件电子版/模板表/其他/概况.xls,辽宁,辽阳市,白塔区,站前街道办事处,新梅居委会,,,,,,,,40.21万,汉族392540；满族10230；回族3210；蒙古族420；鄂伦春族72。,（无）,辽阳话，分布在辽阳本地，为本地普遍通用的方言，使用人口40多万，近年来变化较快，正在向普通话靠拢,主要是东北二人转。,yubao,common,,,
05298,123.25,41.48,,,05298,,辽宁/沈阳需交文件电子版/模板表/其他/概况.xls,辽宁,沈阳市,（无）,（无）,（无）,,,,,,,,829.1万,汉族758.6万，满族38.3万，朝鲜族9.46万，蒙古族9.45万，回族7.28万，锡伯族5.46万,朝鲜语，主要分布在西塔地区和其他小朝鲜族聚居区，沈阳市有9.46万朝鲜族，大多使用朝鲜语和汉语两种语言,沈阳话，分布在沈阳市区及周边乡镇，使用人口800多万。沈阳话为本地普遍通用的方言，近年来变化较快，正在向普通话靠拢，,二人转,yubao,common,,,
05296,121.147748738236,41.1308788759173,,,05296,,辽宁/锦州需交文件电子版/模板表/其他/概况.xls,辽宁,锦州市,（无）,（无）,（无）,,,,,,,,305.3万,汉族214.7万；少数民族90.6万，其中满族82.8万；蒙古族3.4万；回族2.2万；锡伯族2.2万；朝鲜族1827；土家族255。,（无）,锦州话，分布在锦州市区及周边各乡镇，使用人口300多万，锦州话为本地普遍通用的方言，近年来变化较快，正在向普通话靠拢。,主要是二人转。,yubao,common,,,
05294,119.6,41.31666666666666,,,05294,,辽宁/朝阳需交文件电子版/模板表/其他/概况.xls,辽宁,朝阳,建平,叶柏寿镇,（无）,,,,,,,,58万,汉族579183人,三家蒙古族乡3586人，主要居住在新乃里村、五十家子村、富兮村，其他少数民族有满族、回族、朝鲜族、维吾尔族、壮族、藏族等，居住在县城内，少数民族人口占3.26%,"据前贤研究，本县汉语方言以调类为标准，可划分为三调、四调两种次方言。西部临近宁城的老哈河下游，白山水库、努鲁儿虎山以西地区，包括太平庄、白山、三家、沙海的白家洼等地，或构成一个三调的方言岛，包括平声335，上声213，去声51。据《建平县志》（2005），该次方言使用人口约 9.3267万人；三调方言阴阳平合并。
    四调方言，覆盖建平境内的其他地区。以叶柏寿音系为代表，四调分明，包括阴平44，阳平35，上声213，去声53。据《建平县志》（2005），该次方言使用人口约48.5916万人。
    四调方言老派有阴阳异读，如村tshuə̃44/35、菊tɕy44/35、雄ɕyŋ44/35；新派阴阳异读消失。受普通话影响，个别文白异读增多。如：惜ɕi213白/44文，福fu213白/35文。                          （但据2017年1月，课题组再次赴太平庄调查，已很难找到三调方言。典型的三调方言须越过老哈河，到太平庄对岸宁城汐子方能听到。）",建平县文化馆先后成立红山艺术团、中老年合唱团、文化馆曲艺队等馆办文艺团队，各艺术团队经常送文化到各社区、村镇、企业演出,yubao,common,,,
05295,124.3615,40.0064,,,05295,,辽宁/丹东需交文件电子版/模板表/其他/概况.xls,辽宁,丹东市,丹东市,（无）,（无）,,,,,,,,59.59万人,汉族532705；满族44637；蒙古族2466；回族9202；朝鲜族6294；锡伯族596。,朝鲜语（人数估计：5000人），主要分布在振兴区。日常生活，工作交流，无障碍,丹东方言属胶辽官话盖桓片，分布在丹东市振兴区，元宝区，振安区三个区，使用人口约59万人。丹东方言是当地人日常交流的主要使用语言。年青人受到普通话影响较大，部分年青人使用普通话进行日常交流。,（无）,yubao,common,,,
