cid,CCR,zhongguoyuyan,simplified,traditional,character
21192,,,𡇞,𡇞,𡇞
21193,,,𡇠,𡇠,𡇠
21194,,,𡇡,𡇡,𡇡
21195,,,𡇣,𡇣,𡇣
21196,,,𡇮,𡇮,𡇮
21197,,,𡇰,𡇰,𡇰
21198,,,𡇱,𡇱,𡇱
21199,,,𡇲,𡇲,𡇲
21200,,,𡇴,𡇴,𡇴
21201,,,𡇶,𡇶,𡇶
21202,,,𡇼,𡇼,𡇼
21203,,,𡇾,𡇾,𡇾
21204,,,𡈉,𡈉,𡈉
21205,,,𡈋,𡈋,𡈋
21206,,,𡈍,𡈍,𡈍
21207,,,𡈕,𡈕,𡈕
21208,,,𡈖,𡈖,𡈖
21209,,,𡈗,𡈗,𡈗
21210,,,𡈘,𡈘,𡈘
21211,,,𡈚,𡈚,𡈚
21212,,,𡈣,𡈣,𡈣
21213,,,𡈪,𡈪,𡈪
21214,,,𡈭,𡈭,𡈭
21215,,,𡈴,𡈴,𡈴
21216,,,𡈼,𡈼,𡈼
21217,,,𡉀,𡉀,𡉀
21218,,,𡉏,𡉏,𡉏
21219,,,𡉑,𡉑,𡉑
21220,,,𡉔,𡉔,𡉔
21221,,,𡉘,𡉘,𡉘
21222,,,𡉙,𡉙,𡉙
21223,,,𡉝,𡉝,𡉝
21224,,,𡉦,𡉦,𡉦
21225,,,𡊁,𡊁,𡊁
21226,,,𡊄,𡊄,𡊄
21227,,,𡊉,𡊉,𡊉
21228,,,𡊌,𡊌,𡊌
21229,,,𡊍,𡊍,𡊍
21230,,,𡊏,𡊏,𡊏
21231,,,𡊕,𡊕,𡊕
21232,,,𡊞,𡊞,𡊞
21233,,,𡊫,𡊫,𡊫
21234,,,𡊷,𡊷,𡊷
21235,,,𡊹,𡊹,𡊹
21236,,,𡊻,𡊻,𡊻
21237,,,𡊽,𡊽,𡊽
21238,,,𡋄,𡋄,𡋄
21239,,,𡋊,𡋊,𡋊
21240,,,𡋌,𡋌,𡋌
21241,,,𡋡,𡋡,𡋡
21242,,,𡋣,𡋣,𡋣
21243,,,𡋤,壗,壗
21244,,,𡋮,𡋮,𡋮
21245,,,𡋰,𡋰,𡋰
21246,,,𡋱,𡋱,𡋱
21247,,,𡋸,𡋸,𡋸
21248,,,𡌂,𡌂,𡌂
21249,,,𡌅,𡌅,𡌅
21250,,,𡌦,𡌦,𡌦
21251,,,𡌨,𡌨,𡌨
21252,,,𡌪,𡌪,𡌪
21253,,,𡌱,𡌱,𡌱
21254,,,𡌲,𡌲,𡌲
21255,,,𡍖,𡍖,𡍖
21256,,,𡍤,𡍤,𡍤
21257,,,𡍥,𡍥,𡍥
21258,,,𡍦,𡍦,𡍦
21259,,,𡍨,𡍨,𡍨
21260,,,𡍪,𡍪,𡍪
21261,,,𡍫,𡍫,𡍫
21262,,,𡍬,𡍬,𡍬
21263,,,𡍯,𡍯,𡍯
21264,,,𡍲,𡍲,𡍲
21265,,,𡍳,𡍳,𡍳
21266,,,𡍴,𡍴,𡍴
21267,,,𡍹,𡍹,𡍹
21268,,,𡎃,𡎃,𡎃
21269,,,𡎚,𡎚,𡎚
21270,,,𡎜,𡎜,𡎜
21271,,,𡎸,𡎸,𡎸
21272,,,𡎺,𡎺,𡎺
21273,,,𡎻,𡎻,𡎻
21274,,,𡎽,𡎽,𡎽
21275,,,𡏄,𡏄,𡏄
21276,,,𡏙,𡏙,𡏙
21277,,,𡏜,𡏜,𡏜
21278,,,𡏩,𡏩,𡏩
21279,,,𡏮,𡏮,𡏮
21280,,,𡏰,𡏰,𡏰
21281,,,𡏳,𡏳,𡏳
21282,,,𡏴,𡏴,𡏴
21283,,,𡏶,𡏶,𡏶
21284,,,𡏸,𡏸,𡏸
21285,,,𡐌,𡐌,𡐌
21286,,,𡐓,𡐓,𡐓
21287,,,𡐔,𡐔,𡐔
21288,,,𡐞,𡐞,𡐞
21289,,,𡐠,𡐠,𡐠
21290,,,𡐢,𡐢,𡐢
21291,,,𡐤,𡐤,𡐤
21292,,,𡐥,𡐥,𡐥
21293,,,𡐨,𡐨,𡐨
21294,,,𡐩,𡐩,𡐩
21295,,,𡐪,𡐪,𡐪
21296,,,𡐫,𡐫,𡐫
21297,,,𡐷,𡐷,𡐷
21298,,,𡑀,𡑀,𡑀
21299,,,𡑈,𡑈,𡑈
21300,,,𡑜,𡑜,𡑜
21301,,,𡑣,𡑣,𡑣
21302,,,𡑤,𡑤,𡑤
21303,,,𡑧,𡑧,𡑧
21304,,,𡒄,壈,壈
21305,,,𡒊,𡒊,𡒊
21306,,,𡒐,𡒐,𡒐
21307,,,𡒒,𡒒,𡒒
21308,,,𡒓,𡒓,𡒓
21309,,,𡒵,𡒵,𡒵
21310,,,𡓍,𡓍,𡓍
21311,,,𡓐,𡓐,𡓐
21312,,,𡓤,𡓤,𡓤
21313,,,𡓦,𡓦,𡓦
21314,,,𡓴,𡓴,𡓴
21315,,,𡓵,𡓵,𡓵
21316,,,𡓶,𡓶,𡓶
21317,,,𡔇,𡔇,𡔇
21318,,,𡔈,𡔈,𡔈
21319,,,𡔙,𡔙,𡔙
21320,,,𡔝,𡔝,𡔝
21321,,,𡔞,𡔞,𡔞
21322,,,𡔢,𡔢,𡔢
21323,,,𡔣,𡔣,𡔣
21324,,,𡔤,𡔤,𡔤
21325,,,𡔪,𡔪,𡔪
21326,,,𡔰,𡔰,𡔰
21327,,,𡔾,𡔾,𡔾
21328,,,𡕋,𡕋,𡕋
21329,,,𡕍,𡕍,𡕍
21330,,,𡕒,𡕒,𡕒
21331,,,𡕛,𡕛,𡕛
21332,,,𡕜,𡕜,𡕜
21333,,,𡕝,𡕝,𡕝
21334,,,𡕡,𡕡,𡕡
21335,,,𡕢,𡕢,𡕢
21336,,,𡕣,𡕣,𡕣
21337,,,𡕥,𡕥,𡕥
21338,,,𡕨,𡕨,𡕨
21339,,,𡕬,𡕬,𡕬
21340,,,𡕮,𡕮,𡕮
21341,,,𡕴,𡕴,𡕴
21342,,,𡕾,𡕾,𡕾
21343,,,𡖄,𡖄,𡖄
21344,,,𡖇,𡖇,𡖇
21345,,,𡖈,𡖈,𡖈
21346,,,𡖍,𡖍,𡖍
21347,,,𡖓,𡖓,𡖓
21348,,,𡖔,𡖔,𡖔
21349,,,𡖯,𡖯,𡖯
21350,,,𡖶,𡖶,𡖶
21351,,,𡖿,𡖿,𡖿
21352,,,𡗘,𡗘,𡗘
21353,,,𡗞,𡗞,𡗞
21354,,,𡗠,𡗠,𡗠
21355,,,𡗡,𡗡,𡗡
21356,,,𡗥,𡗥,𡗥
21357,,,𡗪,𡗪,𡗪
21358,,,𡗷,𡗷,𡗷
21359,,,𡗹,𡗹,𡗹
21360,,,𡗻,𡗻,𡗻
21361,,,𡗽,𡗽,𡗽
21362,,,𡗾,𡗾,𡗾
21363,,,𡗿,𡗿,𡗿
21364,,,𡘌,𡘌,𡘌
21365,,,𡘐,𡘐,𡘐
21366,,,𡘠,𡘠,𡘠
21367,,,𡘧,𡘧,𡘧
21368,,,𡘨,𡘨,𡘨
21369,,,𡘰,𡘰,𡘰
21370,,,𡘴,𡘴,𡘴
21371,,,𡘸,𡘸,𡘸
21372,,,𡘻,𡘻,𡘻
21373,,,𡘼,𡘼,𡘼
21374,,,𡙁,𡙁,𡙁
21375,,,𡙅,𡙅,𡙅
21376,,,𡙉,𡙉,𡙉
21377,,,𡙊,𡙊,𡙊
21378,,,𡙐,𡙐,𡙐
21379,,,𡙝,𡙝,𡙝
21380,,,𡙞,𡙞,𡙞
21381,,,𡙮,𡙮,𡙮
21382,,,𡙰,𡙰,𡙰
21383,,,𡙷,𡙷,𡙷
21384,,,𡙸,𡙸,𡙸
21385,,,𡙹,𡙹,𡙹
21386,,,𡙺,𡙺,𡙺
21387,,,𡚈,𡚈,𡚈
21388,,,𡚉,𡚉,𡚉
21389,,,𡚊,𡚊,𡚊
21390,,,𡚏,𡚏,𡚏
21391,,,𡚐,𡚐,𡚐
21392,,,𡚠,𡚠,𡚠
21393,,,𡚤,𡚤,𡚤
21394,,,𡚦,𡚦,𡚦
21395,,,𡚧,𡚧,𡚧
21396,,,𡚮,𡚮,𡚮
21397,,,𡚰,𡚰,𡚰
21398,,,𡚶,𡚶,𡚶
21399,,,𡚻,𡚻,𡚻
21400,,,𡚼,𡚼,𡚼
21401,,,𡚽,𡚽,𡚽
21402,,,𡚾,𡚾,𡚾
21403,,,𡛗,𡛗,𡛗
21404,,,𡛘,𡛘,𡛘
21405,,,𡛟,𡛟,𡛟
21406,,,𡛨,𡛨,𡛨
21407,,,𡛫,𡛫,𡛫
21408,,,𡛱,𡛱,𡛱
21409,,,𡛷,𡛷,𡛷
21410,,,𡜂,𡜂,𡜂
21411,,,𡜈,𡜈,𡜈
21412,,,𡜉,𡜉,𡜉
21413,,,𡜊,𡜊,𡜊
21414,,,𡜌,𡜌,𡜌
21415,,,𡜎,𡜎,𡜎
21416,,,𡜐,𡜐,𡜐
21417,,,𡜔,𡜔,𡜔
21418,,,𡜜,𡜜,𡜜
21419,,,𡜰,𡜰,𡜰
21420,,,𡜱,𡜱,𡜱
21421,,,𡜵,𡜵,𡜵
21422,,,𡜷,𡜷,𡜷
21423,,,𡜸,𡜸,𡜸
21424,,,𡝁,𡝁,𡝁
21425,,,𡝈,𡝈,𡝈
21426,,,𡝏,𡝏,𡝏
21427,,,𡝐,𡝐,𡝐
21428,,,𡝙,𡝙,𡝙
21429,,,𡝠,㜷,㜷
21430,,,𡝠,𡝠,𡝠
21431,,,𡝡,𡝡,𡝡
21432,,,𡝤,𡝤,𡝤
21433,,,𡝦,𡝦,𡝦
21434,,,𡝨,𡝨,𡝨
21435,,,𡞋,㜗,㜗
21436,,,𡞏,𡞏,𡞏
21437,,,𡞘,𡞘,𡞘
21438,,,𡞞,𡞞,𡞞
21439,,,𡞟,𡞟,𡞟
21440,,,𡞢,𡞢,𡞢
21441,,,𡞣,𡞣,𡞣
21442,,,𡞦,𡞦,𡞦
21443,,,𡞱,㜢,㜢
21444,,,𡞽,𡞽,𡞽
21445,,,𡟌,𡟌,𡟌
21446,,,𡟎,𡟎,𡟎
21447,,,𡟐,𡟐,𡟐
21448,,,𡟓,𡟓,𡟓
21449,,,𡟡,𡟡,𡟡
21450,,,𡟨,𡟨,𡟨
21451,,,𡟰,𡟰,𡟰
21452,,,𡟳,𡟳,𡟳
21453,,,𡟸,𡟸,𡟸
21454,,,𡟹,𡟹,𡟹
21455,,,𡠆,𡠆,𡠆
21456,,,𡠍,𡠍,𡠍
21457,,,𡠖,𡠖,𡠖
21458,,,𡠗,𡠗,𡠗
21459,,,𡠚,𡠚,𡠚
21460,,,𡠜,𡠜,𡠜
21461,,,𡠟,孎,孎
21462,,,𡠢,𡠢,𡠢
21463,,,𡠯,𡠯,𡠯
21464,,,𡠼,𡠼,𡠼
21465,,,𡡀,𡡀,𡡀
21466,,,𡡂,𡡂,𡡂
21467,,,𡡈,𡡈,𡡈
21468,,,𡡉,𡡉,𡡉
21469,,,𡡍,𡡍,𡡍
21470,,,𡡏,𡡏,𡡏
21471,,,𡡐,𡡐,𡡐
21472,,,𡡕,𡡕,𡡕
21473,,,𡡗,𡡗,𡡗
21474,,,𡡚,𡡚,𡡚
21475,,,𡢏,𡢏,𡢏
21476,,,𡢐,𡢐,𡢐
21477,,,𡢕,𡢕,𡢕
21478,,,𡢖,𡢖,𡢖
21479,,,𡢗,𡢗,𡢗
21480,,,𡢛,𡢛,𡢛
21481,,,𡢟,𡢟,𡢟
21482,,,𡢸,𡢸,𡢸
21483,,,𡢿,𡢿,𡢿
21484,,,𡣈,𡣈,𡣈
21485,,,𡣊,𡣊,𡣊
21486,,,𡣑,𡣑,𡣑
21487,,,𡣔,𡣔,𡣔
21488,,,𡣪,𡣪,𡣪
21489,,,𡣫,𡣫,𡣫
21490,,,𡣬,𡣬,𡣬
21491,,,𡣱,𡣱,𡣱
21492,,,𡣿,𡣿,𡣿
21493,,,𡤀,𡤀,𡤀
21494,,,𡤁,𡤁,𡤁
21495,,,𡤉,𡤉,𡤉
21496,,,𡤗,𡤗,𡤗
21497,,,𡤙,𡤙,𡤙
21498,,,𡤡,𡤡,𡤡
21499,,,𡤥,𡤥,𡤥
21500,,,𡤫,𡤫,𡤫
21501,,,𡤬,𡤬,𡤬
21502,,,𡤯,𡤯,𡤯
21503,,,𡤽,𡤽,𡤽
21504,,,𡤿,𡤿,𡤿
21505,,,𡥀,𡥀,𡥀
21506,,,𡥆,𡥆,𡥆
21507,,,𡥈,𡥈,𡥈
21508,,,𡥐,𡥐,𡥐
21509,,,𡥛,𡥛,𡥛
21510,,,𡥜,𡥜,𡥜
21511,,,𡥝,𡥝,𡥝
21512,,,𡥞,𡥞,𡥞
21513,,,𡥧,孻,孻
21514,,,𡦄,𡦄,𡦄
21515,,,𡦅,𡦅,𡦅
21516,,,𡦚,𡦚,𡦚
21517,,,𡦛,𡦛,𡦛
21518,,,𡦠,𡦠,𡦠
21519,,,𡦤,𡦤,𡦤
21520,,,𡦦,𡦦,𡦦
21521,,,𡦩,𡦩,𡦩
21522,,,𡦳,𡦳,𡦳
21523,,,𡦼,𡦼,𡦼
21524,,,𡦽,𡦽,𡦽
21525,,,𡦾,𡦾,𡦾
21526,,,𡦿,𡦿,𡦿
21527,,,𡧌,𡧌,𡧌
21528,,,𡧍,𡧍,𡧍
21529,,,𡧏,𡧏,𡧏
21530,,,𡧔,𡧔,𡧔
21531,,,𡧚,𡧚,𡧚
21532,,,𡧢,𡧢,𡧢
21533,,,𡧨,𡧨,𡧨
21534,,,𡧪,𡧪,𡧪
21535,,,𡧫,𡧫,𡧫
21536,,,𡧮,𡧮,𡧮
21537,,,𡧽,𡧽,𡧽
21538,,,𡨀,𡨀,𡨀
21539,,,𡨈,𡨈,𡨈
21540,,,𡨉,𡨉,𡨉
21541,,,𡨢,𡨢,𡨢
21542,,,𡨥,𡨥,𡨥
21543,,,𡨦,𡨦,𡨦
21544,,,𡨧,𡨧,𡨧
21545,,,𡩁,𡩁,𡩁
21546,,,𡩅,𡩅,𡩅
21547,,,𡩆,𡩆,𡩆
21548,,,𡩇,𡩇,𡩇
21549,,,𡩈,𡩈,𡩈
21550,,,𡩉,𡩉,𡩉
21551,,,𡩡,𡩡,𡩡
21552,,,𡩦,𡩦,𡩦
21553,,,𡩩,𡩩,𡩩
21554,,,𡩪,𡩪,𡩪
21555,,,𡩻,𡩻,𡩻
21556,,,𡪁,𡪁,𡪁
21557,,,𡪆,𡪆,𡪆
21558,,,𡪏,𡪏,𡪏
21559,,,𡪛,𡪛,𡪛
21560,,,𡪤,𡪤,𡪤
21561,,,𡪥,𡪥,𡪥
21562,,,𡪶,𡪶,𡪶
21563,,,𡫀,𡫀,𡫀
21564,,,𡫂,𡫂,𡫂
21565,,,𡫄,𡫄,𡫄
21566,,,𡫅,𡫅,𡫅
21567,,,𡫏,𡫏,𡫏
21568,,,𡫒,𡫒,𡫒
21569,,,𡫬,𡫬,𡫬
21570,,,𡫮,𡫮,𡫮
21571,,,𡫺,𡫺,𡫺
21572,,,𡫽,𡫽,𡫽
21573,,,𡫾,𡫾,𡫾
21574,,,𡬄,𡬄,𡬄
21575,,,𡬍,𡬍,𡬍
21576,,,𡬓,𡬓,𡬓
21577,,,𡬖,𡬖,𡬖
21578,,,𡬙,𡬙,𡬙
21579,,,𡬟,𡬟,𡬟
21580,,,𡬧,𡬧,𡬧
21581,,,𡬮,𡬮,𡬮
21582,,,𡬲,𡬲,𡬲
21583,,,𡬳,𡬳,𡬳
21584,,,𡬴,𡬴,𡬴
21585,,,𡬻,𡬻,𡬻
21586,,,𡬾,𡬾,𡬾
21587,,,𡭎,𡭎,𡭎
21588,,,𡭐,𡭐,𡭐
21589,,,𡭗,𡭗,𡭗
21590,,,𡭙,𡭙,𡭙
21591,,,𡭨,𡭨,𡭨
21592,,,𡭪,𡭪,𡭪
21593,,,𡭫,𡭫,𡭫
21594,,,𡭴,𡭴,𡭴
21595,,,𡭾,𡭾,𡭾
21596,,,𡮀,𡮀,𡮀
21597,,,𡮖,𡮖,𡮖
21598,,,𡮞,𡮞,𡮞
21599,,,𡮦,𡮦,𡮦
21600,,,𡯁,𡯁,𡯁
21601,,,𡯄,𡯄,𡯄
21602,,,𡯋,𡯋,𡯋
21603,,,𡯪,𡯪,𡯪
21604,,,𡯭,𡯭,𡯭
21605,,,𡯱,𡯱,𡯱
21606,,,𡯵,𡯵,𡯵
21607,,,𡰄,𡰄,𡰄
21608,,,𡰅,𡰅,𡰅
21609,,,𡰖,𡰖,𡰖
21610,,,𡰝,𡰝,𡰝
21611,,,𡰟,𡰟,𡰟
21612,,,𡰠,𡰠,𡰠
21613,,,𡰢,𡰢,𡰢
21614,,,𡰣,𡰣,𡰣
21615,,,𡰥,𡰥,𡰥
21616,,,𡰩,𡰩,𡰩
21617,,,𡰪,𡰪,𡰪
21618,,,𡰮,𡰮,𡰮
21619,,,𡰯,𡰯,𡰯
21620,,,𡰳,𡰳,𡰳
21621,,,𡰾,𡰾,𡰾
21622,,,𡱀,𡱀,𡱀
21623,,,𡱃,𡱃,𡱃
21624,,,𡱄,𡱄,𡱄
21625,,,𡱆,𡱆,𡱆
21626,,,𡱏,𡱏,𡱏
21627,,,𡱐,𡱐,𡱐
21628,,,𡱑,𡱑,𡱑
21629,,,𡱓,𡱓,𡱓
21630,,,𡱕,𡱕,𡱕
21631,,,𡱖,𡱖,𡱖
21632,,,𡱣,𡱣,𡱣
21633,,,𡱥,𡱥,𡱥
21634,,,𡱨,𡱨,𡱨
21635,,,𡱰,𡱰,𡱰
21636,,,𡱱,𡱱,𡱱
21637,,,𡱺,𡱺,𡱺
21638,,,𡱼,𡱼,𡱼
21639,,,𡱿,𡱿,𡱿
21640,,,𡲁,𡲁,𡲁
21641,,,𡲂,𡲂,𡲂
21642,,,𡲇,𡲇,𡲇
21643,,,𡲗,𡲗,𡲗
21644,,,𡲜,𡲜,𡲜
21645,,,𡲞,𡲞,𡲞
21646,,,𡲟,𡲟,𡲟
21647,,,𡲠,𡲠,𡲠
21648,,,𡲡,𡲡,𡲡
21649,,,𡲢,𡲢,𡲢
21650,,,𡲬,𡲬,𡲬
21651,,,𡲯,𡲯,𡲯
21652,,,𡲴,𡲴,𡲴
21653,,,𡲵,𡲵,𡲵
21654,,,𡲶,𡲶,𡲶
21655,,,𡳅,𡳅,𡳅
21656,,,𡳆,𡳆,𡳆
21657,,,𡳈,𡳈,𡳈
21658,,,𡳉,𡳉,𡳉
21659,,,𡳋,𡳋,𡳋
21660,,,𡳐,𡳐,𡳐
21661,,,𡳑,𡳑,𡳑
21662,,,𡳞,𡳞,𡳞
21663,,,𡳠,𡳠,𡳠
21664,,,𡳭,𡳭,𡳭
21665,,,𡳸,𡳸,𡳸
21666,,,𡴀,𡴀,𡴀
21667,,,𡴂,𡴂,𡴂
21668,,,𡴅,𡴅,𡴅
21669,,,𡴆,𡴆,𡴆
21670,,,𡴊,𡴊,𡴊
21671,,,𡴌,𡴌,𡴌
21672,,,𡴍,𡴍,𡴍
21673,,,𡴎,𡴎,𡴎
21674,,,𡴏,𡴏,𡴏
21675,,,𡴐,𡴐,𡴐
21676,,,𡴑,𡴑,𡴑
21677,,,𡴒,𡴒,𡴒
21678,,,𡴓,𡴓,𡴓
21679,,,𡴔,𡴔,𡴔
21680,,,𡴖,𡴖,𡴖
21681,,,𡴛,𡴛,𡴛
21682,,,𡴜,𡴜,𡴜
21683,,,𡴞,𡴞,𡴞
21684,,,𡴟,𡴟,𡴟
21685,,,𡴡,𡴡,𡴡
21686,,,𡴥,𡴥,𡴥
21687,,,𡴧,𡴧,𡴧
21688,,,𡴨,𡴨,𡴨
21689,,,𡴬,𡴬,𡴬
21690,,,𡴱,𡴱,𡴱
21691,,,𡴳,𡴳,𡴳
21692,,,𡴺,𡴺,𡴺
21693,,,𡵁,𡵁,𡵁
21694,,,𡵏,𡵏,𡵏
21695,,,𡵙,𡵙,𡵙
21696,,,𡵧,𡵧,𡵧
21697,,,𡵨,𡵨,𡵨
21698,,,𡶅,𡶅,𡶅
21699,,,𡶆,𡶆,𡶆
21700,,,𡶇,𡶇,𡶇
21701,,,𡶍,𡶍,𡶍
21702,,,𡶎,𡶎,𡶎
21703,,,𡶒,𡶒,𡶒
21704,,,𡶓,𡶓,𡶓
21705,,,𡶕,𡶕,𡶕
21706,,,𡶢,𡶢,𡶢
21707,,,𡶫,𡶫,𡶫
21708,,,𡶬,𡶬,𡶬
21709,,,𡶳,𡶳,𡶳
21710,,,𡶴,嵼,嵼
21711,,,𡷘,𡷘,𡷘
21712,,,𡷛,𡷛,𡷛
21713,,,𡷝,𡷝,𡷝
21714,,,𡷡,𡷡,𡷡
21715,,,𡷥,𡷥,𡷥
21716,,,𡷨,𡷨,𡷨
21717,,,𡷫,𡷫,𡷫
21718,,,𡸂,𡸂,𡸂
21719,,,𡸌,𡸌,𡸌
21720,,,𡸓,𡸓,𡸓
21721,,,𡸔,𡸔,𡸔
21722,,,𡸜,𡸜,𡸜
21723,,,𡸠,𡸠,𡸠
21724,,,𡸦,𡸦,𡸦
21725,,,𡸨,𡸨,𡸨
21726,,,𡸬,𡸬,𡸬
21727,,,𡹧,𡹧,𡹧
21728,,,𡹮,𡹮,𡹮
21729,,,𡹲,𡹲,𡹲
21730,,,𡹴,𡹴,𡹴
21731,,,𡹼,𡹼,𡹼
21732,,,𡹽,𡹽,𡹽
21733,,,𡺃,嶈,嶈
21734,,,𡺄,嶘,嶘
21735,,,𡺐,𡺐,𡺐
21736,,,𡺙,𡺙,𡺙
21737,,,𡺟,𡺟,𡺟
21738,,,𡺮,𡺮,𡺮
21739,,,𡺲,𡺲,𡺲
21740,,,𡺵,𡺵,𡺵
21741,,,𡺹,𡺹,𡺹
21742,,,𡺾,𡺾,𡺾
21743,,,𡻌,𡻌,𡻌
21744,,,𡻚,𡻚,𡻚
21745,,,𡻛,𡻛,𡻛
21746,,,𡻝,𡻝,𡻝
21747,,,𡻞,𡻞,𡻞
21748,,,𡻠,𡻠,𡻠
21749,,,𡻡,𡻡,𡻡
21750,,,𡻭,𡻭,𡻭
21751,,,𡻮,𡻮,𡻮
21752,,,𡻲,𡻲,𡻲
21753,,,𡼄,𡼄,𡼄
21754,,,𡼊,𡼊,𡼊
21755,,,𡼖,𡼖,𡼖
21756,,,𡼗,𡼗,𡼗
21757,,,𡼙,𡼙,𡼙
21758,,,𡼿,𡼿,𡼿
21759,,,𡽆,𡽆,𡽆
21760,,,𡽐,𡽐,𡽐
21761,,,𡽜,𡽜,𡽜
21762,,,𡽠,𡽠,𡽠
21763,,,𡽧,𡽧,𡽧
21764,,,𡾅,𡾅,𡾅
21765,,,𡾋,𡾋,𡾋
21766,,,𡾍,𡾍,𡾍
21767,,,𡾙,𡾙,𡾙
21768,,,𡾥,𡾥,𡾥
21769,,,𡾧,𡾧,𡾧
21770,,,𡾰,𡾰,𡾰
21771,,,𡿌,𡿌,𡿌
21772,,,𡿔,𡿔,𡿔
21773,,,𡿞,𡿞,𡿞
21774,,,𡿧,𡿧,𡿧
21775,,,𡿨,𡿨,𡿨
21776,,,𡿩,𡿩,𡿩
21777,,,𡿪,𡿪,𡿪
21778,,,𡿮,𡿮,𡿮
21779,,,𡿯,𡿯,𡿯
21780,,,𡿱,𡿱,𡿱
21781,,,𡿸,𡿸,𡿸
21782,,,𡿿,𡿿,𡿿
21783,,,𢀈,𢀈,𢀈
21784,,,𢀉,𢀉,𢀉
21785,,,𢀑,𢀑,𢀑
21786,,,𢀒,𢀒,𢀒
21787,,,𢀚,𢀚,𢀚
21788,,,𢀜,𢀜,𢀜
21789,,,𢀝,𢀝,𢀝
21790,,,𢀣,𢀣,𢀣
21791,,,𢀩,𢀩,𢀩
21792,,,𢀯,𢀯,𢀯
21793,,,𢀰,𢀰,𢀰
21794,,,𢀻,𢀻,𢀻
21795,,,𢀼,𢀼,𢀼
21796,,,𢁁,𢁁,𢁁
21797,,,𢁃,𢁃,𢁃
21798,,,𢁅,𢁅,𢁅
21799,,,𢁐,𢁐,𢁐
21800,,,𢁓,𢁓,𢁓
21801,,,𢁕,𢁕,𢁕
21802,,,𢁗,𢁗,𢁗
21803,,,𢁘,𢁘,𢁘
21804,,,𢁛,𢁛,𢁛
21805,,,𢁥,𢁥,𢁥
21806,,,𢁦,𢁦,𢁦
21807,,,𢁬,𢁬,𢁬
21808,,,𢁭,𢁭,𢁭
21809,,,𢁮,𢁮,𢁮
21810,,,𢁰,𢁰,𢁰
21811,,,𢁼,𢁼,𢁼
21812,,,𢁾,𢁾,𢁾
21813,,,𢂀,𢂀,𢂀
21814,,,𢂁,𢂁,𢂁
21815,,,𢂃,𢂃,𢂃
21816,,,𢂄,𢂄,𢂄
21817,,,𢂇,𢂇,𢂇
21818,,,𢂊,𢂊,𢂊
21819,,,𢂏,𢂏,𢂏
21820,,,𢂐,𢂐,𢂐
21821,,,𢂒,𢂒,𢂒
21822,,,𢂕,𢂕,𢂕
21823,,,𢂖,𢂖,𢂖
21824,,,𢂚,𢂚,𢂚
21825,,,𢂤,𢂤,𢂤
21826,,,𢂥,𢂥,𢂥
21827,,,𢂷,𢂷,𢂷
21828,,,𢂹,𢂹,𢂹
21829,,,𢂺,𢂺,𢂺
21830,,,𢂻,𢂻,𢂻
21831,,,𢂼,𢂼,𢂼
21832,,,𢂿,𢂿,𢂿
21833,,,𢃀,𢃀,𢃀
21834,,,𢃁,𢃁,𢃁
21835,,,𢃂,𢃂,𢃂
21836,,,𢃃,𢃃,𢃃
21837,,,𢃇,𢃇,𢃇
21838,,,𢃍,𢃍,𢃍
21839,,,𢃎,𢃎,𢃎
21840,,,𢃏,𢃏,𢃏
21841,,,𢃐,𢃐,𢃐
21842,,,𢃒,𢃒,𢃒
21843,,,𢃓,𢃓,𢃓
21844,,,𢃔,𢃔,𢃔
21845,,,𢃕,𢃕,𢃕
21846,,,𢃗,𢃗,𢃗
21847,,,𢃛,𢃛,𢃛
21848,,,𢃤,𢃤,𢃤
21849,,,𢃩,𢃩,𢃩
21850,,,𢃬,𢃬,𢃬
21851,,,𢃭,𢃭,𢃭
21852,,,𢃮,𢃮,𢃮
21853,,,𢃳,𢃳,𢃳
21854,,,𢃴,𢃴,𢃴
21855,,,𢃵,𢃵,𢃵
21856,,,𢃶,𢃶,𢃶
21857,,,𢃷,𢃷,𢃷
21858,,,𢃹,𢃹,𢃹
21859,,,𢄇,𢄇,𢄇
21860,,,𢄋,𢄋,𢄋
21861,,,𢄎,𢄎,𢄎
21862,,,𢄏,𢄏,𢄏
21863,,,𢄐,𢄐,𢄐
21864,,,𢄓,𢄓,𢄓
21865,,,𢄔,𢄔,𢄔
21866,,,𢄕,𢄕,𢄕
21867,,,𢄖,𢄖,𢄖
21868,,,𢄘,𢄘,𢄘
21869,,,𢄢,𢄢,𢄢
21870,,,𢄮,𢄮,𢄮
21871,,,𢄳,𢄳,𢄳
21872,,,𢄴,𢄴,𢄴
21873,,,𢄶,𢄶,𢄶
21874,,,𢄺,𢄺,𢄺
21875,,,𢄻,𢄻,𢄻
21876,,,𢄼,𢄼,𢄼
21877,,,𢄽,𢄽,𢄽
21878,,,𢄾,𢄾,𢄾
21879,,,𢅉,𢅉,𢅉
21880,,,𢅎,𢅎,𢅎
21881,,,𢅏,𢅏,𢅏
21882,,,𢅔,𢅔,𢅔
21883,,,𢅛,𢅛,𢅛
21884,,,𢅢,𢅢,𢅢
21885,,,𢅫,𢅫,𢅫
21886,,,𢅮,𢅮,𢅮
21887,,,𢅯,𢅯,𢅯
21888,,,𢅰,𢅰,𢅰
21889,,,𢅴,𢅴,𢅴
21890,,,𢅹,𢅹,𢅹
21891,,,𢅼,𢅼,𢅼
